,intervalo,entropy_norm,entropy_norm,entropy_norm,entropy_norm,entropy_raw,entropy_raw,entropy_raw,entropy_raw
,,mean,median,std,count,mean,median,std,count
0,0_15,0.7673671089922556,0.7777898205372311,0.11516949885318278,1563,6.451716867960351,6.539346873334066,0.9682992530151828,1563
1,15_30,0.6265786625495151,0.6702494892853782,0.14383376252189048,4481,4.637453586875563,4.960671475055797,1.0645469400551733,4481
