gene,spearman_rho,p_value,q_value
Ces1c,-0.21137404651145203,1.966303391595663e-46,3.737867120369833e-45
Slc2a2,-0.21099981058537906,2.8531601837595383e-46,5.372093031707245e-45
Gjb1,-0.20987655910915481,8.684098580511372e-46,1.6196663107236775e-44
Tfr2,-0.20932578796745555,1.4953137849371608e-45,2.762836778337165e-44
Hc,-0.2090994165268358,1.8686968798009662e-45,3.420753454968991e-44
Zdhhc20,-0.207765148765515,6.915616393944122e-45,1.2543278542043603e-43
Sdc4,-0.20766476488311464,7.628294847232984e-45,1.3710126284526918e-43
Rrbp1,-0.2062371616163753,3.0606034692292447e-44,5.451182935735331e-43
Abcb11,-0.20610254874600342,3.48714332975013e-44,6.1554306811750054e-43
1810019D21Rik,-0.20572749017574765,5.013409243277791e-44,8.771247853062117e-43
Cfi,-0.20474482942833364,1.2934406696653804e-43,2.2430984244986466e-42
Lipa,-0.20451022740962713,1.6206969456627697e-43,2.7861894448480832e-42
Apoh,-0.2039391207658317,2.8032071053803235e-43,4.7775348683938785e-42
Pdia4,-0.20392351869820025,2.8454160957997803e-43,4.808023608030911e-42
Clec2d,-0.2038600202624811,3.0238217228200072e-43,5.0661826661145374e-42
Hyal1,-0.2036839186102046,3.578940068624761e-43,5.945852534177439e-42
Cyp2e1,-0.2030586879998822,6.502605941818855e-43,1.0713043289146563e-41
Serinc1,-0.20298007932791795,7.008612322726792e-43,1.1451261621513114e-41
Slc38a4,-0.20280898083152615,8.24937984663744e-43,1.3368052423608378e-41
Gadd45g,-0.20273240890483785,8.8732132625805e-43,1.426206717083061e-41
Rpn1,-0.20229930976240132,1.3393967603404492e-42,2.1354737058008613e-41
Dusp6,-0.20202377452104073,1.7396621012912365e-42,2.75144957940222e-41
Scd1,-0.20182919509106692,2.091973903425091e-42,3.282406672278893e-41
Klkb1,-0.20168828032225478,2.3905994011255673e-42,3.721429146476572e-41
C1s1,-0.20097144673502537,4.7057450155209904e-42,7.268170231003905e-41
Cd81,-0.20074049096564575,5.8499429502634e-42,8.965377684240884e-41
Lrg1,-0.19999809956244297,1.1754392735947682e-41,1.7875718799206592e-40
Acsl1,-0.19963439714789216,1.6528223863546216e-41,2.494373937269532e-40
Slco1a1,-0.19913968090580356,2.624888446981697e-41,3.931367014911224e-40
Itih1,-0.19884415878848302,3.4582456803398576e-41,5.140565195512706e-40
Qsox1,-0.19749910086194591,1.2063267495236035e-40,1.779782077468779e-39
Cyp4a12a,-0.19706386461499983,1.8038456181793744e-40,2.6416316941782392e-39
Serpina12,0.19617181418123783,4.102445512414999e-40,5.96362851326798e-39
Ptprf,-0.19595352336966113,5.013041438589646e-40,7.234148119774985e-39
Apof,-0.19514683534524468,1.0493618591794013e-39,1.5033249243461423e-38
Tnrc6a,-0.19435389191776997,2.1622498939672254e-39,3.0593161335149524e-38
Kcnq1ot1,-0.19435176631318646,2.1664352994036083e-39,3.0593161335149524e-38
Mttp,-0.194192547580316,2.5039527026728546e-39,3.5108613426838535e-38
