gene,spearman_rho,p_value,q_value
Adh6-ps1,-0.048309046470249285,0.0012172492256721252,0.0021467455121800105
Terf1,-0.04828427032383909,0.0012243489923972441,0.002157342208528834
Pdgfa,-0.048165630763453884,0.0012588788342746558,0.002216209666394474
Itga9,-0.04806341282216478,0.0012893476785486172,0.002267829502215851
Ephb2,-0.047826227609502385,0.0013626867480473295,0.0023946948452351737
Tmem229a,-0.04780268948677595,0.0013701708774232473,0.0024057085476605327
Adgrf5,-0.04776375794462945,0.001382632692764158,0.002425434634955404
Ddit3,-0.04762095006574576,0.0014292448939734164,0.0025049797476821315
Cep192,-0.04756840122518115,0.0014467581308042802,0.0025334285426041295
Npc2,-0.047515780093061726,0.001464493410013408,0.00256221546158983
Tmem91,-0.047496973217337535,0.0014708804591857206,0.002571114648815358
Elk3,-0.04744590768590342,0.001488352604474474,0.0025993578613480875
Tuft1,-0.04743769027206386,0.0014911819950190386,0.002602000709755198
Saa3,-0.047314895701368806,0.001534056571435267,0.0026744531232165106
Ctss,-0.047278348315420375,0.001547034820395068,0.002694702942661717
Slc7a5,-0.047151261372953196,0.001592955235042849,0.0027722469187321415
Ly9,-0.04706041888747252,0.001626544610213357,0.002828213451531932
TrnQ,-0.04700543270076648,0.0016471913058022972,0.002861596846723323
Cenpm,-0.046937088835141326,0.0016731896439742986,0.0029042106463013067
1700007K13Rik,-0.04685115769514634,0.001706413736330369,0.002959280663793982
Gbp2b,-0.04672945729091251,0.0017545060740248575,0.0030400162211631403
Fam102b,-0.046701570944903646,0.0017656999191554307,0.0030567326971718796
Cenpk,-0.04665540966825402,0.0017843738337319113,0.0030863578908906287
Slc38a7,-0.04662350799847467,0.0017973850791192297,0.0031061453683730047
Hist1h4c,-0.046574409160707576,0.0018175806776501908,0.0031383030565191503
AF251705,-0.04654758105666919,0.0018287036284793921,0.0031547531182406266
LOC100038947,-0.04647038038752787,0.0018610608527217922,0.003207774460183943
Tuba1a,-0.046357959255579416,0.0019091211308460685,0.003287746058957036
6030443J06Rik,-0.04634151814955046,0.0019162444716084093,0.0032971412709920152
Lmnb1,-0.04625857519042363,0.0019525541400119775,0.0033566952476553735
Tlr2,-0.04611656896341475,0.0020161888428275473,0.003462320065979521
Cd84,-0.04611369179327639,0.002017497580176231,0.003462320065979521
Cd93,-0.0459784275563843,0.0020799118955631083,0.0035663363551849655
Sema5a,-0.045905767452537535,0.0021141654041704804,0.003621928079761733
Hba-a1,-0.04589304645026386,0.0021202152813658997,0.0036291477153769557
Irgm2,-0.045681388455642125,0.0022232328750099307,0.003802189787106084
Rps15a-ps4,-0.04560736661974075,0.002260329373495984,0.00386229141867032
Nudt7,0.0455835442982345,0.0022723881232164316,0.003879543453885048
Ankrd12,-0.045440080365197116,0.002346263244701896,0.00400221090144577
Acer2,-0.045375156948378896,0.0023804119671272388,0.004056960740526337
Dusp8,-0.04513656550824806,0.0025098513445232632,0.004273881230079666
Dclre1a,-0.04510336674830841,0.0025283636526075444,0.004301699605167913
Enc1,-0.04503826957488454,0.002565026062290227,0.004360323753351486
Gins2,-0.045016175529649684,0.0025775793640534614,0.0043772387637015615
H2afx,-0.04501297103877564,0.002579404734300617,0.0043772387637015615
Loxl2,-0.044945771404422095,0.002617956816658839,0.004438851309206282
Ripk2,-0.04491819474139665,0.0026339292365453342,0.004462106341602507
Sgol1,-0.04482997765155368,0.0026856245651980504,0.004545787470373755
Msn,-0.044726188517030696,0.0027476309724414915,0.004646763415326628
Fcgr2b,-0.044656255185853054,0.0027901453021084493,0.004714630138690944
C1qc,-0.04464144423782962,0.002799225984602162,0.004722786067119475
Wdr11,-0.044640591282360594,0.002799749757543766,0.004722786067119475
Wnt4,-0.04461362988527584,0.0028163520815549853,0.004746741743592673
D030028A08Rik,-0.04455561208037124,0.002852383544807074,0.004803375015403395
Arhgap30,-0.044499825994253145,0.002887425285832984,0.004858246629865369
Slco2a1,-0.04445064566965618,0.002918642984911483,0.004906596242491498
Ptgds,-0.04442200637762016,0.002936963625792673,0.004933200584700182
Ntrk2,-0.044306529930696434,0.0030119034591859343,0.005054781951452115
Cyp2c55,-0.04424399158610794,0.0030532124687739017,0.005119763401837153
Tgfbi,-0.044172227333849276,0.0031012515916570647,0.0051959105056830655
Jam2,-0.044058310105537346,0.0031789243221038077,0.005321535465537026
Cldn5,-0.044051769865449564,0.003183437031670537,0.005324581228098691
Endov,-0.04404176655005428,0.0031903505249258972,0.0053316339710722735
Ccnd2,-0.043775543773199865,0.003379443452169412,0.0056428713724146345
Prc1,-0.043355706308113924,0.0036984516281728754,0.006170328159407405
Cxcl10,-0.04328885610007524,0.0037517007790077196,0.0062538890725954985
Tm4sf1,-0.043231931441110184,0.00379759189746763,0.006325054070171444
Ifi27l2a,-0.04318129714185434,0.0038388397927482812,0.006388372281366459
Gpr107,-0.04306662359750423,0.003933763881647359,0.0065408336366836245
Aqp1,-0.04304880005940175,0.003948707656293541,0.006560163896212044
Fyn,-0.043035006362894646,0.003960308048473013,0.006573911848724724
Gm7694,-0.04295121864421375,0.004031440021627763,0.006686373257347389
4930579G24Rik,-0.04288749876047807,0.004086309282630477,0.006771696103738854
Terf2ip,-0.04287760225222753,0.004094891702731589,0.006780235256532957
Filip1l,-0.04277887119145636,0.004181412652452018,0.006917701099495932
Gm10636,-0.042698941392233764,0.004252668227131336,0.007024526203464812
Mis18bp1,-0.04269847250065378,0.004253089461581882,0.007024526203464812
G2e3,-0.042498038961199185,0.004436654513825555,0.007321590963132823
Gbp2,-0.042452395665024234,0.004479447142770838,0.007386044204552082
Stab1,-0.042430730827714175,0.004499889442236402,0.007413567856084472
Cmpk2,-0.04241214892120757,0.004517490051767285,0.007436367887047396
H2-Eb1,-0.04239193237986503,0.0045367097660340755,0.007461793017844732
Ddah2,-0.042321267710018214,0.004604473300471958,0.007566952381573616
Fcgr4,-0.042239754961000894,0.004683776755672581,0.00768955468988632
Klf4,-0.04223593840592617,0.00468751998286837,0.00768955468988632
Ska3,-0.042232652376744735,0.0046907450460308055,0.00768955468988632
Cpe,-0.04216756648177398,0.004755038570033674,0.007788493167321105
Il1rn,-0.042155326440018105,0.004767218294805481,0.007801978947707316
Zfp503,-0.042093174249125224,0.004829500844165128,0.007897372348150918
Inhba,-0.04206486851815652,0.004858109113736644,0.007937588196576318
Tceal8,0.04205157840528742,0.004871594075703417,0.007953048296998892
Anln,-0.04202936739939557,0.004894206299961973,0.007983371167512228
Clic1,-0.04201077415683069,0.0049132083449004785,0.008007760014730622
Zfp423,-0.04190647017105479,0.005021047782437168,0.00817678044965262
Cmklr1,-0.04190080815939109,0.005026962472110108,0.008179674738569287
Vsig4,-0.04187250540383453,0.005056622813154557,0.008221170478294867
Nenf,-0.041829995043316054,0.005101469481161711,0.008287268006784473
Fcer1g,-0.041812566470109856,0.005119959548639197,0.008310476213185298
Shcbp1,-0.041776806230647855,0.005158087479012754,0.008365495443813138
Itgal,-0.04171521398550142,0.005224359530929307,0.008466031797251836
Kif23,-0.0416926000725011,0.005248884019109297,0.00849880729384036
TrnS2,-0.0416002374692759,0.005350133129936393,0.008655657281411006
Snx14,-0.04158975958542837,0.005361729775639933,0.008667326055960873
Atp6v0d2,-0.04150999170715643,0.005450761319112272,0.008804048307095557
Csf3r,-0.0414950329666,0.005467605050062459,0.008818754105020017
Mup1,0.0414939845670866,0.005468787320563753,0.008818754105020017
Ncapd2,-0.041346945769457605,0.0056369046392373045,0.009082445372267442
Lhfp,-0.041213295090005465,0.005793743057189911,0.009327548879531314
Acox1,-0.040937340908570576,0.006130079719360781,0.009860998865074258
Cyba,-0.0408836734096762,0.00619749645933249,0.00996134187000027
Ptprb,-0.04080178313069132,0.006301653033528287,0.01012052643971196
Sulf2,-0.040706888319177105,0.00642431827349785,0.01030915359310491
Bpgm,-0.04069259989056903,0.006442973006772893,0.010330703677526367
Ifit2,-0.04068589052487362,0.006451749439859004,0.01033639274116795
Sftpd,-0.04067980855958375,0.006459714467703852,0.010340773686356693
Ngfrap1,-0.040643743617621735,0.006507127586096506,0.010408245337955334
Nupr1,-0.04047781327733759,0.006729325920877015,0.010746385285472294
Trib3,-0.04047775834335442,0.006729400598591149,0.010746385285472294
Zeb2,-0.04039351802936547,0.006844797560688995,0.010921844049622391
Mmp23,-0.04034687808522921,0.006909449129215113,0.011016113651982483
Cd207,-0.04013997027353215,0.007202923377257071,0.011474761899143619
Aurka,-0.04004555735190841,0.0073405152958675455,0.01168454004825293
Ugt2b37,-0.04000387914850638,0.007402001161416749,0.011772933464296793
Esam,-0.03997125474799457,0.007450452185864699,0.011840469430429672
C1qa,-0.03985950302992843,0.007618578925674291,0.012097936173540621
Dse,-0.03978891289746714,0.007726523713151102,0.012259500305698017
Anxa5,-0.039768189471190436,0.007758472608097693,0.012300321047481265
Clec14a,-0.03968394521495921,0.007889572055409664,0.012498144193545597
Spc25,-0.03966859983001497,0.007913664719036382,0.01252473713121725
Cd44,-0.03966518849537335,0.00791902954679897,0.01252473713121725
Olfm3,-0.03961358272550566,0.008000585420297699,0.012643611011933294
C1qb,-0.039520415021158856,0.008149730174623473,0.012869022807692178
Atf3,-0.03944717324248286,0.008268718454010046,0.013046493522408508
Abcg1,-0.0391135656781835,0.008830584558352663,0.013921902449651689
Zfp651,-0.039050703990335514,0.008940196148650813,0.01408348030747622
Cyp2b13,-0.0389584237145152,0.009103305604384049,0.014329008901168203
Hecw2,-0.03885291372018114,0.009293049120004525,0.014616036682775613
St3gal2,-0.03883647331039454,0.00932293023215775,0.014651377638295604
Ciita,-0.03881441291175302,0.0093631605385013,0.014702913728845964
Cd37,-0.03880552176629737,0.009379418545265467,0.014716754336499863
Il33,-0.03869575346408859,0.009582220628295958,0.015023037416448143
Dnase1l3,-0.03864479215551569,0.009677695583322758,0.015160700608739376
S100a6,-0.038597731610362104,0.009766614440579108,0.015287883411737844
Casp12,-0.038560364513984695,0.009837735601651193,0.015387027914924372
Cd52,-0.03853816027272214,0.009880215328317959,0.015441253521015498
Ccl7,-0.038532211468514016,0.009891623910936273,0.015446872410680105
Ezh2,-0.03848423159714763,0.009984069190776932,0.015578930378978685
Ddr1,-0.03844789721962802,0.01005458756884203,0.01567659276309203
Ppp1r3g,-0.03838733394571583,0.010173115748431116,0.015846409290757157
Kif20b,-0.03838407214934462,0.01017953454692038,0.015846409290757157
Fabp7,-0.03836308403250215,0.010220922762220015,0.015891953091871084
Bax,-0.03835950004338503,0.010228005278723624,0.015891953091871084
Atad2,-0.03835702112037391,0.010232906568513854,0.015891953091871084
Trim30a,-0.038302054051067964,0.010342124976444416,0.016048964739741454
Gsn,-0.038141569880618,0.01066696121365349,0.016540064564229764
Cml5,-0.038120532041096514,0.010710209493598018,0.01659410985019066
Tek,-0.038091669027805905,0.010769797855284001,0.016673367548861763
Lig1,-0.03805658649209668,0.010842623153609298,0.016772978070958986
Gpnmb,-0.038040258347953326,0.010876666539500486,0.01681248612086979
Zfp105,-0.03803122891482721,0.010895533219857525,0.01682849154348307
Rcn1,-0.03801120177288513,0.010937483020689505,0.016880096746216357
Fads2,-0.03798573499902687,0.010991034132307006,0.016949512074548322
Nrarp,-0.03791572169970672,0.011139459105334199,0.017165012198944434
Gnb2l1,-0.037782874263948774,0.01142598930048349,0.01759281997434257
Prex2,-0.03771352783650523,0.011578140804293941,0.01781146602033721
Tgfb2,-0.03770760413845849,0.011591220805244018,0.01781146602033721
Rnf39,-0.03770588415244776,0.011595021127048046,0.01781146602033721
Klrc1,-0.03769750329397399,0.011613554512871885,0.017826084838468724
Lrr1,-0.037668480711305546,0.01167793810274768,0.017911003591258468
Cacna1a,-0.0376587983808171,0.011699487656558224,0.01793014503644621
Psrc1,-0.0376130576513401,0.011801768382932197,0.01807288620686054
Spink1,-0.03753939981514683,0.011968141225558138,0.01831347925923254
Sox18,-0.037489273833368295,0.012082547445685862,0.018474243078206457
Ppl,-0.037453056559559654,0.012165810734512181,0.018587177605974173
Tspan7,-0.037444595634394034,0.01218533543934238,0.018602631786548175
Dio1,-0.037439304189505404,0.012197560252077903,0.018606926403054024
Ccnd1,0.03738337700022476,0.01232743443296555,0.018790545777928214
Plet1,-0.03737583864808809,0.012345033329423027,0.01880287433919054
Acot9,-0.03736383723583267,0.012373097510118638,0.0188311114530443
Arhgap39,-0.0373541569549017,0.012395775086116341,0.018851113342501544
Moxd1,-0.037305960557021296,0.01250923131810172,0.019009031757023138
Aunip,-0.037189047249446196,0.012788277599656015,0.01941814501883252
Pif1,-0.03716120685374736,0.012855532829128586,0.019505286571901162
Wdr34,-0.037107118208887555,0.012987091983317925,0.01968978592869596
Ifi47,-0.037102372843280385,0.012998690687299955,0.01969226934007051
Ccrn4l,-0.03707380605789091,0.01306870785105214,0.019783181792902053
Adam32,-0.0370537576282994,0.013118045452149072,0.0198426747198919
Ten1,-0.03689378513144408,0.013517659766293136,0.020431508683456827
Hmha1,-0.03688095423340303,0.013550172596738288,0.02046500475458487
Tlr12,-0.036802654752292045,0.01375008028486035,0.020751075361197642
Fcgr3,-0.03679549517649756,0.013768488793831028,0.020753670769600645
Ccl2,-0.03679382152830124,0.013772795169305031,0.020753670769600645
Ptgs1,-0.036697700024964044,0.014022124090517405,0.021102963804317084
Serpine1,-0.03669623852919883,0.014025945593764617,0.021102963804317084
Nrxn2,-0.03664029132060237,0.014172928360719315,0.021307893056381814
5330417C22Rik,-0.03663059084170889,0.014198550903253188,0.02133019387213644
Tspan8,-0.03659807099371472,0.014284746135271932,0.021443388845430986
Slc5a1,-0.036571499869818044,0.014355516241725465,0.021533274362588197
Sgol2a,-0.03645259845610914,0.014676001523545352,0.021997312366981926
Gstm5,-0.036404833978619586,0.014806509898136014,0.02217611368834462
A630033H20Rik,-0.03639877362105498,0.014823141677740632,0.022184217333000175
Fignl1,-0.03637885444903543,0.014877922977888902,0.022249359854225687
Ehd3,-0.03636719961568844,0.014910058489456366,0.022280563593087856
Mylk4,-0.03629044247885856,0.015123229799430704,0.022582043288122734
Fam89a,-0.03624422449723217,0.015252877468681487,0.022758444343836455
Aurkb,-0.036176033113490505,0.015445949866685158,0.02302914244829303
Hbb-bs,-0.036103155804246646,0.015654663529550857,0.02332273534131277
Fosb,-0.03606565769901496,0.01576301787616302,0.02346601275131824
Adam23,-0.03605955916578481,0.01578070237582457,0.02346601275131824
4732471J01Rik,-0.03605377145336506,0.015797501689987475,0.02346601275131824
Fabp5,-0.03605349239579714,0.015798312074863218,0.02346601275131824
Serpina4-ps1,-0.035999401159568116,0.01595608519738249,0.0236825678943132
Smad6,-0.035968764590605336,0.01604605878842566,0.023798243229345484
S100g,-0.03595746526024457,0.016079355076282446,0.02382697154672383
Cd79b,-0.035954015366202685,0.016089533138531266,0.02382697154672383
Pdzk1ip1,-0.03592954931878819,0.016161876762847697,0.023916190389333757
Sqle,-0.035867012583448404,0.016348091919466744,0.024173655740303477
Vash1,-0.03576705454354579,0.016649650502297896,0.024601165204067965
Fkbp11,-0.03565333988325533,0.016998638150933297,0.02509806394652362
Shisa5,-0.035580255197785675,0.017226306059639804,0.02541522916411037
Sh3kbp1,-0.035455473000394644,0.01762120166961759,0.025978460627020118
Bhlha15,-0.03537383107623217,0.017883844666774888,0.02634602153965272
Cldn7,-0.035341837643755473,0.01798769919312315,0.026479286153986946
Arhgap11a,-0.03533359599756039,0.01801453796074094,0.02649906365207205
Chst2,-0.035297318209024195,0.018133093194505505,0.02665362471787166
Fxyd3,-0.03524774318886983,0.018296207735185345,0.026873404674934195
Ly86,-0.035167327146421366,0.018563528615933432,0.027245802578842165
Arpc1b,-0.03506967554329615,0.01889273279685157,0.027708407076688094
Hk3,-0.03501203808333895,0.01908942670641001,0.027970057297174316
Mef2c,-0.03500912007336076,0.01909943214526319,0.027970057297174316
Tmigd1,-0.03495680524096113,0.019279591441823746,0.028212992065496333
Fam174b,-0.03477096744807435,0.019931629335465145,0.02912669517783341
Nkx6-2,-0.03477045773109541,0.01993344389256884,0.02912669517783341
Vwf,-0.034762203086230854,0.01996284993359446,0.02914811988088349
Sparc,-0.03465080007043772,0.020363426179588775,0.02971106535575425
Adgre1,-0.034589647352784414,0.020586281389337352,0.030014069547728575
Iqgap1,-0.0345260415887805,0.020820328779863673,0.030332932938681265
Prr11,-0.03448656163525756,0.020966764795438127,0.030523780560074504
Slc34a2,-0.03435104239411949,0.021476269431038378,0.03124251998908232
Tceal5,-0.034279476340740495,0.021749655649598132,0.03161696266121729
Zcwpw1,-0.03426902242254855,0.02178984256721817,0.03165210782908914
Casp1,-0.03425312860766507,0.02185106528120919,0.03171773572757017
Xlr,-0.03421302474236252,0.022006210250931295,0.031903073686339004
Dok4,-0.034211784613359206,0.022011023018799394,0.031903073686339004
Gng11,-0.03420682839343157,0.022030266558135846,0.031907572883102246
Tmem26,-0.034196700207434524,0.02206963681741156,0.03194119472036797
H3f3b,-0.03418189186421204,0.022127309887961667,0.032001237489758756
Trim35,-0.03416028854509619,0.022211681918783796,0.032096301617599174
Kif2c,-0.03415675422359484,0.022225511843446268,0.032096301617599174
Tspan3,-0.0341251302697488,0.022349591007702688,0.032251928045422054
Ptprc,-0.03409059259579602,0.02248578981068891,0.03242480412526038
Clec4f,-0.034033809495774475,0.02271128098814851,0.03272609512650846
Sult2a7,-0.03393550299151881,0.02310631150641538,0.0332710690809783
Pecam1,-0.03388934980063286,0.023293819927773757,0.03351665356419849
Fgr,-0.033878286347328083,0.023338963591413762,0.03355718619652728
Aspm,-0.03381845770855173,0.023584407960722135,0.033885446612171265
AB124611,-0.033792114753314444,0.023693186822037707,0.03401701550266416
Hells,-0.03377469953649849,0.023765338765720765,0.0340958452393541
Orm2,-0.03353165725789286,0.02479233267771641,0.035543467515478856
Slc15a3,-0.03348279371352676,0.025003386134667342,0.035820068397273426
Gpr182,-0.03336488246357787,0.025519087686926,0.036532394175997615
Tubb2a,0.03320920596796699,0.026214033681300458,0.037500104622236616
Fam198a,-0.033190101361694375,0.02630043358797293,0.037596498339423336
Gm13889,-0.033133667354326886,0.0265570924866157,0.03793596231650234
Xist,-0.03306382517961334,0.026877723349524436,0.03836625203033199
Arhgap31,-0.03303552561802515,0.027008588816666797,0.03852523816057017
Fam124a,-0.032925577058924564,0.02752225446819077,0.03922963019726976
Timp3,-0.03286613893005201,0.0278034337523396,0.03960186493398803
Wfdc2,-0.03284704228402076,0.027894296754914165,0.03966537290442466
Pcdh17,-0.0328444696392034,0.027906557094583586,0.03966537290442466
Aqp4,-0.03284412260726125,0.027908211284802576,0.03966537290442466
Mmp12,-0.032788497051146274,0.0281744552080883,0.04001501289252196
Clec12a,-0.032739502822007056,0.028410768777952622,0.040321672558515674
Nfam1,-0.03272589959588795,0.028476683133972298,0.040386228519270616
Rps15a-ps6,0.03268246587414288,0.028688023195583213,0.040656789862127604
Csf1,-0.032591625947812744,0.02913440118245026,0.041259821731879774
Ptpro,-0.03236846954192948,0.030256412290472493,0.04281812963368942
Pkm,-0.03233312591306048,0.03043747916536556,0.043043559592222974
Pde2a,-0.032288410619893355,0.030667890125965228,0.04333839798358346
Pomt1,-0.0322078528440997,0.031086771596621363,0.04389896246180031
Ttc39a,-0.03216974477444112,0.03128662880773717,0.04414965392783468
Mss51,-0.032144662481253805,0.03141877308430884,0.044304503842852054
Prr15l,-0.032115653047655915,0.031572203864440464,0.04448912832501696
Gbp3,-0.03207053399835363,0.0318121148073259,0.04477913789071564
Blvrb,-0.03206843523552251,0.03182331246153539,0.04477913789071564
Syde1,-0.031994149912244536,0.03222183305127808,0.04530765572004037
Cib3,-0.031973121381716776,0.03233541886127594,0.04543505550017237
Sapcd2,-0.031907955186795345,0.0326895952821244,0.0459000922391761
Elf3,-0.031714528080279504,0.03376048743161988,0.04734488230493358
Rfc5,-0.031713464768477494,0.03376645627210741,0.04734488230493358
Pcid2,-0.03170555549609877,0.03381088284204051,0.047373575746785315
Fgfr2,-0.03165976114084625,0.034069094152146866,0.04770155746373538
Trem2,-0.031652079335949795,0.03411257260457205,0.04772863130873244
Npr1,-0.03152697732381156,0.03482734158036462,0.04869423925345181
Fdps,-0.03152049302113158,0.0348647355147102,0.048712072164368944
Ezr,-0.03147815462508241,0.0351097376775068,0.049019739681095305
AI607873,-0.03140955023409977,0.035509853728118455,0.04954338801728312
Phf21b,-0.03136626647287181,0.03576428991168232,0.04986318840295905
Sbspon,-0.03133885434572687,0.0359262300302709,0.0500536693233584
Emp3,-0.031315472294758666,0.03606485560527261,0.05021142220536898
Bcl2a1b,-0.03122211447374025,0.03662290060064281,0.05095248028674936
Cks1b,-0.031205652869291937,0.03672205843529641,0.05105450740265893
Cbfa2t3,-0.03105470889288936,0.03764198853200129,0.05229670507924565
Ccr2,-0.03095920292303757,0.038234118127718174,0.05308205866467614
Cenpe,-0.030929166360646645,0.03842197125218496,0.05330542958987345
Arhgef39,-0.03089298029651487,0.03864932528618308,0.05358325111555677
Lamb2,-0.030810362870160035,0.03917269012930186,0.05427078373204609
Gm12250,-0.030736170490468007,0.03964779940768653,0.054890545818624834
Cmtm3,-0.03069705801035002,0.03990022786963535,0.05520136493930657
Flt4,-0.03065382094960275,0.04018086102795185,0.05555074283374881
Gpihbp1,-0.030605312195622607,0.0404977007359005,0.0559496536372294
Serpina3c,-0.030585022358468786,0.04063085250285763,0.056094410194238505
Ighm,-0.03042200052102266,0.041714205908712026,0.057549884913833685
Obp2a,0.030392286759524264,0.04191427829704534,0.05778558451412736
Bhlhe41,-0.03030699199856059,0.042493111149553495,0.058542774036701925
Smtn,-0.030241960671033328,0.04293895892328612,0.05911582297446843
Clec4a3,-0.030127133213926648,0.043735856515044,0.06017104267936115
Gpr65,-0.030111648376460434,0.04384427004268076,0.060278248869527026
Atpif1,-0.03004559238581917,0.04430929708536361,0.06087524693381782
Gimap8,-0.029983377511719856,0.04475108142281227,0.06143950553673601
Iqgap3,-0.029964167427718284,0.04488823935401142,0.06155135932508385
Myzap,-0.029963246928258063,0.044894820509241734,0.06155135932508385
Mapk13,-0.02993537007556948,0.045094513093971667,0.0617822954863354
Rnd1,-0.029884644411893226,0.04545980116898871,0.06223963082485504
Srgn,-0.02988010567418819,0.04549260691123576,0.06224144212007827
Rarg,-0.02983199919863832,0.04584154546043545,0.06267547398013892
Cyp17a1,-0.029809553478576854,0.046005124220641604,0.06281813096119761
Prtn3,-0.029808962833363723,0.04600943532211135,0.06281813096119761
Tinagl1,-0.029734327528864242,0.0465569399385902,0.06352178761807648
Tmem204,-0.029666803894242855,0.04705698860725947,0.0641168741132728
St14,-0.029666673487148125,0.04705795869416227,0.0641168741132728
Cyp4b1,-0.02950750645095845,0.04825459099488001,0.06570201542484695
Ccl6,-0.0294783102094064,0.04847684154916316,0.06595919872174506
Chpf,-0.029469415790463974,0.04854471908065573,0.0660061276633125
2410089E03Rik,-0.029457557588511048,0.048635338727104904,0.06608389323950956
Kit,-0.029400689068462667,0.049071900093671225,0.06663128192664011
Mkrn1,-0.0293175510092562,0.049716037316121765,0.06745957843100393
Ets1,-0.029306732129392363,0.049800378776770744,0.06752767410265827
Mmrn2,-0.0292839120630394,0.04997867204698427,0.0677229846723015
Reg1,-0.02927667096233327,0.05003535848706263,0.06775335871844029
Dos,-0.029171731001419603,0.05086294033061441,0.06882685354799774
Cdh5,-0.029144235422967704,0.051081662151867206,0.06907554451042508
H2afv,-0.028988274357119096,0.05233725067410841,0.07068290506039918
Gen1,-0.02898771284513009,0.05234181740436237,0.07068290506039918
Bok,-0.028952507837095524,0.05262880262436644,0.07102194046987881
Ahnak,-0.02891631845750785,0.05292518161952354,0.07137318148826605
Susd3,-0.028835082452043737,0.05359555767692689,0.0722279601412982
Tyms,-0.028812001102653233,0.053787317657677844,0.07243700749947486
Sema3f,-0.02879991893798883,0.05388792444797338,0.07252309505353531
Casc5,-0.028717247278392612,0.05458054311237303,0.07340526104296699
Tnfaip8l2,-0.028686836546262983,0.05483718302142624,0.07370027928848381
Zfp40,-0.028620090089948636,0.05540399266212748,0.07441147655776224
Sbsn,-0.028597886049499335,0.05559362747900945,0.07461547965105342
Igf1r,-0.028488894591570234,0.05653233149591069,0.07580339594317499
Napsa,-0.028486236143062726,0.05655539151046187,0.07580339594317499
Kif22,-0.02846863146623447,0.05670829626257501,0.07595684397771733
Fgl2,-0.028389974936214177,0.05739567143284906,0.07682548572968355
Oit3,-0.028307185213522726,0.058126633661674545,0.07775125490468916
Plk4,-0.028213001264994417,0.05896758220881494,0.07882279244545445
Trim30d,-0.027853202939551618,0.06227362543583796,0.08318578208557544
Tk1,-0.02782751264013512,0.06251543305761842,0.08345240456104767
Cep55,-0.027799555979373093,0.06277945410393185,0.08374830011030585
H2afz,0.027703739765422456,0.06369133796998254,0.08490746808270767
Mxd3,-0.02768084352466685,0.06391085327220133,0.08514269334173992
Kif3a,-0.02764103763203885,0.06429397481212432,0.08559541293169681
Kcnj10,-0.02762577880701326,0.0644413387351948,0.08573386721364745
Ifit3,-0.027561540291102183,0.06506478937626588,0.08650510329312551
Iigp1,0.027535123404710135,0.06532261096398158,0.08678951738964488
Gm3776,0.027416520623707797,0.06649054089737573,0.08828193375024299
Klf2,-0.02740229630627671,0.06663176116143923,0.08841006162158749
Siglec1,-0.027357986222660863,0.06707325898601468,0.08890620742476463
BC048546,-0.02735574734634994,0.0670956304895037,0.08890620742476463
Clec4a1,-0.02717628646003005,0.0689089274319905,0.09124778937243483
Ncapg,-0.027161903240748922,0.06905598321394446,0.09135478059033908
Sult1e1,0.027159347229109836,0.06908214313735808,0.09135478059033908
Hba-a2,-0.027121136038749143,0.06947419300767228,0.09181181789850809
Melk,-0.02704891154929199,0.07022021036415475,0.09273570867731058
Cracr2b,-0.027002387502618953,0.07070423449965801,0.09331259786770621
Dct,-0.026991976928350456,0.07081291709919879,0.09339368719487391
Pirb,-0.026974551894770788,0.07099513452301512,0.09357158730133391
Aim2,-0.026956709539134052,0.07118211402021697,0.09375552259691468
Nrip2,-0.026916665418889586,0.07160322695038619,0.0941946119994557
Mup7,-0.02691594944435769,0.07161077482811427,0.0941946119994557
Ly6a,-0.02689144155701886,0.07186953273363539,0.09447211849361513
Ccng1,-0.026811800046099482,0.07271569105444874,0.09552087788348515
Slc51b,-0.02675108688060511,0.07336620443718776,0.09631141180100943
Ralgds,-0.026725451919184153,0.07364229619790072,0.09660970111695404
Myo9a,-0.02666157199827565,0.07433398751970599,0.09745244915547661
Irf8,-0.026624676583478748,0.07473590272803768,0.09791443319637541
Igsf3,-0.026559909512622024,0.07544572458728882,0.09874602315426557
Gm12060,-0.026557655027256627,0.07547053160652265,0.09874602315426557
Gm12718,0.026543719628090424,0.07562401622420178,0.0988814021661686
Myl12b,0.026532162212710736,0.07575150280542546,0.09898263122691747
Igkc,-0.026459401405681492,0.0765581382712401,0.09997056761046345
Dchs1,-0.026420812249311518,0.07698877554169649,0.10046654075639205
Uhrf1,-0.02637326414821411,0.07752210242123249,0.10109577604668644
Mybl1,-0.026276429489564605,0.0786175586783752,0.10245676566061157
B430306N03Rik,-0.026196255483016247,0.07953403834914681,0.10358286812665563
Nucb2,-0.02611901313775195,0.08042519987261898,0.1046745359764106
F13a1,-0.026095974530700825,0.08069256556965075,0.10495342245473653
Etnppl,0.02604947894687374,0.08123434973683799,0.10558863210370066
Pdia2,-0.026029900187029865,0.0814633702353665,0.10581674307182624
Dusp7,-0.025930796613869114,0.08263067184191318,0.10726253331021823
Fam83d,-0.02588229983166558,0.08320681533326081,0.10793954981224188
Arap3,-0.02581007204329715,0.08407091038272284,0.10894457582165819
Pik3cd,-0.025806350931813857,0.08411562373883097,0.10894457582165819
Ms4a6b,-0.025803751299201372,0.08414687267560549,0.10894457582165819
Guca2b,-0.02573605823967007,0.08496389051298416,0.10993037404723147
Ascl2,-0.02570344528892492,0.08535979377463529,0.11037038083221319
